TransactionID,AccountID,Type,Category,Subcategory,Amount,Date,Status,InvoiceNumber,RecipientID
T2243,2,Income,Bonus,Bonus,4340.93,30/07/2023,Pending,NULL,NULL
T6397,2,Income,Shopify Store,Shopify Store,2505.18,11/07/2024,Pending,NULL,NULL
T6543,1,Income,Shopify Store,Shopify Store,1033.88,23/05/2024,Cancelled,NULL,NULL
T7314,1,Expense,Transport,Transport,1281.125,15/05/2024,Cancelled,INV-9048,NULL
T5976,1,Expense,Sending Money to Family,Sending Money to Family,1258.3,27/05/2023,Completed,INV-6026,R0004
T9888,1,Expense,Food,Food,643.525,27/04/2024,Completed,NULL,NULL
T6754,2,Expense,Transport,Transport,1129.845,08/06/2023,Pending,INV-4838,NULL
T8424,1,Income,Shopify Store,Shopify Store,285.18,02/10/2023,Pending,NULL,NULL
T5447,1,Expense,Taxes,Taxes,1347.285,14/10/2023,Completed,NULL,NULL
T5050,1,Expense,Transport,Transport,893.395,12/07/2023,Completed,NULL,NULL
T5310,1,Expense,Entertainment,Google,1894.92,15/04/2024,Completed,NULL,NULL
T8879,1,Expense,Beauty,Beauty,943.2,23/03/2023,Cancelled,INV-8749,NULL
T4661,1,Expense,Beauty,Beauty,1990.285,14/11/2023,Cancelled,INV-2715,NULL
T3560,1,Expense,Transport,Transport,315.735,28/02/2023,Completed,INV-9829,NULL
T7790,2,Expense,Taxes,Taxes,1541.115,13/05/2024,Pending,NULL,NULL
T2632,2,Expense,Food,Food,191.87,11/10/2023,Cancelled,NULL,NULL
T4264,2,Income,Freelance,Freelance,686.2,22/06/2024,Cancelled,NULL,NULL
T8456,2,Expense,Groceries,Groceries,2273.56,28/09/2023,Pending,INV-3214,NULL
T3133,1,Income,Freelance,Freelance,313.69,27/08/2023,Pending,NULL,NULL
T7622,1,Expense,Taxes,Taxes,1545.08,19/03/2024,Completed,INV-6024,NULL
T8443,2,Income,Freelance,Freelance,3095.77,17/02/2023,Cancelled,NULL,NULL
T5252,2,Income,Freelance,Freelance,4551.44,26/04/2023,Cancelled,NULL,NULL
T1154,1,Income,Salary,Salary,324.39,17/08/2023,Cancelled,NULL,NULL
T8361,2,Income,Bonus,Bonus,3318.45,01/09/2023,Completed,NULL,NULL
T3749,1,Expense,Groceries,Groceries,1416.655,26/06/2023,Cancelled,INV-9899,NULL
T8605,1,Income,Salary,Salary,787.01,24/03/2024,Cancelled,NULL,NULL
T7406,2,Expense,Taxes,Taxes,1862.94,06/01/2023,Pending,INV-1915,NULL
T4068,2,Income,Salary,Salary,4548.68,26/10/2023,Cancelled,NULL,NULL
T2774,2,Income,Freelance,Freelance,725.77,07/04/2023,Completed,NULL,NULL
T9376,2,Expense,Beauty,Beauty,710.67,09/04/2023,Pending,NULL,NULL
T1603,1,Income,Salary,Salary,4320.81,08/07/2023,Cancelled,NULL,NULL
T2636,1,Expense,Utilities,Utilities,2038.6,21/11/2023,Cancelled,NULL,NULL
T2731,1,Expense,Beauty,Beauty,1048.795,25/06/2023,Pending,INV-2828,NULL
T3628,1,Income,Freelance,Freelance,2965.51,30/05/2024,Pending,NULL,NULL
T3637,1,Expense,Beauty,Beauty,2209.635,04/12/2023,Completed,NULL,NULL
T3763,1,Expense,Taxes,Taxes,903.055,15/04/2023,Cancelled,NULL,NULL
T4963,1,Income,Property Rental,Property Rental,2587.2,07/04/2023,Cancelled,NULL,NULL
T7242,1,Expense,Taxes,Taxes,1277.92,26/11/2023,Completed,INV-8475,NULL
T3258,2,Expense,Entertainment,Amazon,1752.125,30/03/2024,Completed,INV-7880,NULL
T8336,2,Expense,Entertainment,Apple,2015.31,05/08/2024,Completed,NULL,NULL
T2739,2,Expense,Taxes,Taxes,129.86,27/08/2023,Completed,NULL,NULL
T1202,1,Income,Property Rental,Property Rental,4804.24,27/09/2023,Pending,NULL,NULL
T6644,1,Income,Shopify Store,Shopify Store,2212.79,11/02/2024,Completed,NULL,NULL
T7848,1,Expense,Groceries,Groceries,2283.385,26/07/2024,Cancelled,NULL,NULL
T5590,2,Income,Property Rental,Property Rental,886.32,02/02/2023,Completed,NULL,NULL
T7534,1,Expense,Sending Money to Family,Sending Money to Family,850.305,15/09/2023,Pending,INV-4891,R0009
T7577,2,Income,Freelance,Freelance,663.1,17/04/2024,Pending,NULL,NULL
T6514,1,Expense,Beauty,Beauty,2094.995,14/08/2024,Cancelled,INV-9997,NULL
T3764,1,Income,Salary,Salary,90.21,10/03/2023,Pending,NULL,NULL
T8439,1,Income,Salary,Salary,3711.62,29/04/2024,Completed,NULL,NULL
T4114,1,Expense,Groceries,Groceries,2383.53,10/05/2024,Pending,NULL,NULL
T3884,2,Income,Shopify Store,Shopify Store,4864.57,18/05/2024,Completed,NULL,NULL
T9360,2,Expense,Groceries,Groceries,41.415,07/05/2023,Completed,NULL,NULL
T8361,2,Expense,Utilities,Utilities,519.365,17/08/2023,Completed,INV-8673,NULL
T6763,2,Income,Property Rental,Property Rental,4176.43,07/05/2024,Completed,NULL,NULL
T3550,1,Income,Shopify Store,Shopify Store,101.53,11/01/2024,Completed,NULL,NULL
T7716,1,Income,Bonus,Bonus,132.09,16/05/2023,Completed,NULL,NULL
T5453,2,Expense,Entertainment,Adobe,912.605,04/01/2023,Completed,NULL,NULL
T5771,1,Income,Shopify Store,Shopify Store,1721.82,21/02/2024,Pending,NULL,NULL
T5463,2,Income,Freelance,Freelance,3753.42,23/02/2024,Pending,NULL,NULL
T1081,2,Expense,Food,Food,741.35,20/02/2023,Pending,NULL,NULL
T8092,2,Expense,Food,Food,2051.065,17/04/2024,Completed,INV-9575,NULL
T7941,2,Expense,Beauty,Beauty,1493.335,17/02/2023,Completed,NULL,NULL
T8480,1,Expense,Beauty,Beauty,1523.665,30/04/2023,Cancelled,NULL,NULL
T5564,2,Income,Salary,Salary,595.24,20/08/2023,Cancelled,NULL,NULL
T8237,1,Expense,Taxes,Taxes,1523.15,03/07/2024,Pending,NULL,NULL
T4364,1,Expense,Transport,Transport,1767.245,15/04/2024,Completed,INV-2172,NULL
T4309,1,Expense,Entertainment,Adobe,1191.925,11/02/2024,Completed,INV-9252,NULL
T3078,2,Expense,Beauty,Beauty,1255.475,25/05/2024,Cancelled,NULL,NULL
T1740,2,Income,Property Rental,Property Rental,389.01,04/10/2023,Cancelled,NULL,NULL
T6089,2,Income,Property Rental,Property Rental,472.88,11/05/2024,Completed,NULL,NULL
T6619,1,Income,Salary,Salary,3376.52,27/09/2023,Cancelled,NULL,NULL
T6633,2,Income,Salary,Salary,3687.55,12/06/2023,Pending,NULL,NULL
T6174,1,Expense,Entertainment,Google,232.23,10/01/2023,Pending,NULL,NULL
T8302,1,Income,Bonus,Bonus,2968.89,08/02/2023,Completed,NULL,NULL
T5506,2,Income,Bonus,Bonus,649.37,09/02/2024,Completed,NULL,NULL
T9499,1,Expense,Food,Food,1529.38,21/08/2024,Cancelled,INV-7401,NULL
T1351,2,Expense,Entertainment,Amazon,1989.26,04/04/2023,Cancelled,NULL,NULL
T7892,2,Expense,Entertainment,Spotify,2435.385,25/03/2023,Pending,INV-7508,NULL
T1017,2,Expense,Sending Money to Family,Sending Money to Family,984.925,14/05/2023,Pending,NULL,R0009
T5966,1,Income,Property Rental,Property Rental,2437.13,07/11/2023,Completed,NULL,NULL
T7455,2,Expense,Food,Food,448.475,22/11/2023,Completed,INV-1885,NULL
T2067,2,Income,Bonus,Bonus,177.34,25/03/2023,Completed,NULL,NULL
T6292,1,Expense,Utilities,Utilities,1612.495,16/01/2023,Completed,NULL,NULL
T6614,1,Income,Freelance,Freelance,2951.56,20/02/2024,Pending,NULL,NULL
T2516,1,Expense,Groceries,Groceries,2402.555,16/01/2024,Cancelled,INV-2637,NULL
T8299,1,Expense,Taxes,Taxes,1475.745,03/02/2024,Pending,NULL,NULL
T2307,2,Income,Salary,Salary,1196.18,30/05/2023,Completed,NULL,NULL
T8348,1,Expense,Taxes,Taxes,339.35,13/12/2023,Pending,INV-8376,NULL
T5102,2,Income,Property Rental,Property Rental,3041.68,14/04/2024,Cancelled,NULL,NULL
T8190,1,Expense,Utilities,Utilities,523.975,29/04/2023,Pending,NULL,NULL
T7923,1,Expense,Transport,Transport,246.87,11/08/2023,Cancelled,NULL,NULL
T9352,2,Expense,Utilities,Utilities,292.62,03/04/2023,Cancelled,NULL,NULL
T6412,1,Expense,Food,Food,905.195,05/06/2023,Cancelled,NULL,NULL
T9988,2,Expense,Beauty,Beauty,2417.875,01/07/2024,Pending,INV-2581,NULL
T6406,2,Income,Freelance,Freelance,917.61,25/12/2023,Pending,NULL,NULL
T1852,2,Income,Bonus,Bonus,4277.6,06/03/2023,Cancelled,NULL,NULL
T4903,1,Income,Shopify Store,Shopify Store,725.26,16/02/2023,Completed,NULL,NULL
T3126,2,Expense,Utilities,Utilities,555.88,07/06/2023,Completed,NULL,NULL
T7419,2,Income,Freelance,Freelance,4039.95,18/12/2023,Completed,NULL,NULL
T2763,1,Expense,Food,Food,2211.355,16/12/2023,Cancelled,INV-7456,NULL
T3169,2,Expense,Taxes,Taxes,1235.785,31/08/2023,Completed,NULL,NULL
T7837,1,Income,Property Rental,Property Rental,2155.57,01/11/2023,Pending,NULL,NULL
T9800,2,Expense,Utilities,Utilities,2327.895,09/04/2024,Completed,NULL,NULL
T7369,1,Expense,Utilities,Utilities,2452.33,10/01/2024,Pending,INV-7884,NULL
T6422,2,Expense,Transport,Transport,922.415,22/05/2023,Completed,NULL,NULL
T1270,2,Expense,Groceries,Groceries,910.005,06/12/2023,Cancelled,INV-1278,NULL
T5562,2,Income,Bonus,Bonus,991.39,08/03/2024,Cancelled,NULL,NULL
T4343,2,Income,Property Rental,Property Rental,4920.73,28/08/2023,Completed,NULL,NULL
T2363,1,Expense,Entertainment,Apple,234.15,07/04/2024,Pending,NULL,NULL
T5139,2,Expense,Utilities,Utilities,201.44,22/06/2023,Pending,NULL,NULL
T2652,1,Income,Property Rental,Property Rental,147.16,18/06/2023,Cancelled,NULL,NULL
T9401,1,Income,Freelance,Freelance,872.78,03/06/2024,Pending,NULL,NULL
T6902,1,Expense,Groceries,Groceries,1831.47,03/05/2023,Pending,NULL,NULL
T9019,1,Income,Salary,Salary,819.73,06/06/2024,Pending,NULL,NULL
T2866,2,Expense,Entertainment,Airbnb,1845.43,04/04/2024,Completed,INV-3639,NULL
T8794,1,Expense,Entertainment,Adobe,973.23,26/08/2024,Cancelled,NULL,NULL
T6374,1,Expense,Utilities,Utilities,1880.675,27/07/2024,Pending,NULL,NULL
T4014,2,Income,Salary,Salary,3888.16,23/05/2023,Cancelled,NULL,NULL
T1430,1,Income,Shopify Store,Shopify Store,4208.86,03/07/2023,Pending,NULL,NULL
T2089,2,Income,Shopify Store,Shopify Store,4884.94,26/04/2024,Pending,NULL,NULL
T8840,1,Expense,Sending Money to Family,Sending Money to Family,1746.29,19/10/2023,Completed,INV-7433,R0007
T9841,2,Expense,Utilities,Utilities,2202.77,24/03/2024,Pending,INV-8535,NULL
T8446,2,Income,Shopify Store,Shopify Store,1017.99,18/08/2023,Completed,NULL,NULL
T2968,2,Expense,Beauty,Beauty,112.115,30/04/2023,Cancelled,NULL,NULL
T5662,2,Expense,Food,Food,1758.04,25/01/2024,Pending,INV-3937,NULL
T9095,2,Expense,Sending Money to Family,Sending Money to Family,2087.645,01/05/2023,Pending,INV-1536,R0006
T7807,2,Income,Freelance,Freelance,2787.99,27/03/2023,Completed,NULL,NULL
T5724,1,Income,Property Rental,Property Rental,1530.84,31/01/2023,Cancelled,NULL,NULL
T8270,2,Expense,Utilities,Utilities,2030.115,06/04/2023,Pending,NULL,NULL
T6040,1,Expense,Entertainment,DSTV,71.89,28/07/2023,Cancelled,NULL,NULL
T2387,1,Expense,Groceries,Groceries,114.59,27/02/2024,Pending,INV-5082,NULL
T1036,1,Expense,Groceries,Groceries,2472.74,28/11/2023,Pending,NULL,NULL
T4226,1,Income,Salary,Salary,232.3,08/09/2023,Cancelled,NULL,NULL
T5833,2,Expense,Food,Food,948.41,29/06/2023,Pending,NULL,NULL
T2008,1,Expense,Food,Food,1115.24,25/01/2024,Pending,NULL,NULL
T1497,2,Expense,Entertainment,Microsoft,279.39,30/01/2023,Completed,NULL,NULL
T7454,2,Income,Shopify Store,Shopify Store,678.11,10/05/2023,Completed,NULL,NULL
T3581,2,Expense,Groceries,Groceries,2126.79,18/04/2023,Pending,NULL,NULL
T8672,2,Expense,Food,Food,900.85,03/07/2024,Completed,NULL,NULL
T4423,2,Income,Freelance,Freelance,4347.5,29/07/2024,Completed,NULL,NULL
T6148,1,Expense,Groceries,Groceries,1156.175,16/06/2024,Cancelled,NULL,NULL
T2943,1,Expense,Beauty,Beauty,1426.27,13/05/2024,Pending,INV-5049,NULL
T8529,2,Income,Freelance,Freelance,3782.43,07/03/2023,Pending,NULL,NULL
T3979,2,Expense,Beauty,Beauty,1760.4,25/03/2023,Completed,INV-5961,NULL
T3250,2,Income,Freelance,Freelance,1064.76,21/10/2023,Cancelled,NULL,NULL
T1717,1,Expense,Transport,Transport,1438.11,18/06/2023,Pending,NULL,NULL
T8493,1,Expense,Taxes,Taxes,2417.31,27/01/2024,Completed,NULL,NULL
T9817,1,Income,Freelance,Freelance,2895.41,19/02/2023,Cancelled,NULL,NULL
T5380,2,Income,Shopify Store,Shopify Store,772.53,11/07/2023,Cancelled,NULL,NULL
T3336,1,Expense,Beauty,Beauty,2271.225,10/01/2023,Cancelled,NULL,NULL
T1768,2,Income,Salary,Salary,717,14/07/2024,Cancelled,NULL,NULL
T3775,1,Expense,Transport,Transport,2063.78,21/04/2023,Pending,INV-7575,NULL
T7069,1,Expense,Beauty,Beauty,2239.15,23/05/2023,Completed,INV-3937,NULL
T6627,2,Expense,Utilities,Utilities,811.035,20/05/2024,Pending,NULL,NULL
T4278,1,Expense,Transport,Transport,1980.28,20/01/2023,Cancelled,NULL,NULL
T3793,2,Expense,Transport,Transport,1766.68,23/12/2023,Pending,INV-1146,NULL
T7030,2,Expense,Groceries,Groceries,2148.125,16/12/2023,Completed,INV-8650,NULL
T1449,2,Income,Shopify Store,Shopify Store,4390.26,25/08/2023,Pending,NULL,NULL
T4664,2,Income,Bonus,Bonus,2772.59,06/09/2023,Cancelled,NULL,NULL
T7969,1,Expense,Entertainment,Spotify,667.64,03/07/2024,Pending,INV-2457,NULL
T8728,1,Expense,Groceries,Groceries,2164.77,10/11/2023,Pending,NULL,NULL
T9813,1,Expense,Sending Money to Family,Sending Money to Family,2027.155,24/08/2024,Completed,NULL,R0007
T7589,2,Income,Property Rental,Property Rental,1505.66,19/06/2024,Pending,NULL,NULL
T9444,1,Expense,Taxes,Taxes,405.975,23/10/2023,Completed,NULL,NULL
T9230,1,Income,Shopify Store,Shopify Store,1420.27,06/08/2024,Completed,NULL,NULL
T3047,2,Expense,Groceries,Groceries,1615.19,08/02/2024,Pending,INV-9681,NULL
T8250,2,Expense,Taxes,Taxes,1438.035,27/05/2024,Pending,INV-6786,NULL
T6042,1,Income,Shopify Store,Shopify Store,1060.26,25/08/2024,Completed,NULL,NULL
T3349,2,Expense,Transport,Transport,285.365,01/07/2023,Completed,NULL,NULL
T3251,1,Income,Property Rental,Property Rental,1135,10/11/2023,Completed,NULL,NULL
T9575,2,Expense,Transport,Transport,2350.675,26/01/2023,Pending,NULL,NULL
T9109,2,Expense,Taxes,Taxes,1275.09,05/08/2024,Completed,INV-1668,NULL
T5329,1,Expense,Food,Food,873.465,05/05/2024,Completed,INV-7947,NULL
T3999,1,Income,Salary,Salary,223.49,07/03/2024,Cancelled,NULL,NULL
T8063,1,Expense,Transport,Transport,1647.715,08/06/2023,Cancelled,NULL,NULL
T7801,2,Income,Property Rental,Property Rental,3261.55,08/06/2023,Pending,NULL,NULL
T8475,2,Income,Salary,Salary,2987.52,09/05/2023,Cancelled,NULL,NULL
T1578,2,Income,Shopify Store,Shopify Store,311.02,13/07/2023,Completed,NULL,NULL
T1300,2,Income,Salary,Salary,3005.8,03/04/2023,Completed,NULL,NULL
T3631,1,Income,Bonus,Bonus,718.29,04/09/2023,Completed,NULL,NULL
T2114,1,Income,Freelance,Freelance,3629.59,22/03/2024,Pending,NULL,NULL
T6829,1,Income,Salary,Salary,3575.42,07/02/2023,Pending,NULL,NULL
T2906,2,Income,Shopify Store,Shopify Store,3304.47,09/10/2023,Pending,NULL,NULL
T4861,2,Income,Freelance,Freelance,157.2,19/08/2024,Cancelled,NULL,NULL
T4647,1,Expense,Food,Food,1109.925,08/05/2023,Completed,NULL,NULL
T5813,2,Expense,Food,Food,2391.685,18/07/2024,Completed,NULL,NULL
T7408,1,Expense,Taxes,Taxes,2488.39,12/01/2024,Cancelled,NULL,NULL
T9522,1,Income,Property Rental,Property Rental,2923.84,05/02/2024,Cancelled,NULL,NULL
T5448,1,Expense,Taxes,Taxes,1805.46,31/07/2023,Pending,NULL,NULL
T9751,1,Expense,Sending Money to Family,Sending Money to Family,1263.54,15/04/2023,Pending,INV-6040,R0007
T3598,1,Expense,Food,Food,66.02,04/02/2023,Cancelled,INV-9299,NULL
T5157,1,Income,Shopify Store,Shopify Store,1311.65,30/04/2023,Pending,NULL,NULL
T5700,1,Income,Salary,Salary,3820.55,17/01/2024,Completed,NULL,NULL
T9972,2,Expense,Utilities,Utilities,2078.07,01/08/2024,Pending,INV-1955,NULL
T8081,2,Income,Salary,Salary,3385.92,05/06/2023,Pending,NULL,NULL
T6054,1,Expense,Food,Food,1515.165,12/09/2023,Cancelled,NULL,NULL
T3955,2,Expense,Sending Money to Family,Sending Money to Family,1727.77,14/01/2023,Pending,INV-7105,R0010
T6663,2,Income,Bonus,Bonus,2717.1,21/03/2024,Pending,NULL,NULL
T6516,2,Income,Bonus,Bonus,1834.99,28/06/2023,Cancelled,NULL,NULL
T8292,2,Income,Freelance,Freelance,2775.28,12/02/2023,Cancelled,NULL,NULL
T1737,2,Expense,Food,Food,640.525,18/12/2023,Pending,INV-6328,NULL
T4292,1,Income,Salary,Salary,2495.46,06/03/2023,Pending,NULL,NULL
T9955,1,Expense,Sending Money to Family,Sending Money to Family,194.98,14/06/2023,Cancelled,INV-9234,R0009
T3324,2,Expense,Utilities,Utilities,94.015,25/02/2023,Completed,INV-9876,NULL
T7706,2,Income,Salary,Salary,4801.46,24/04/2024,Completed,NULL,NULL
T3960,1,Income,Bonus,Bonus,461.65,11/05/2024,Completed,NULL,NULL
T5854,1,Expense,Taxes,Taxes,2102.005,12/09/2023,Cancelled,NULL,NULL
T1667,2,Income,Salary,Salary,1389.86,18/09/2023,Pending,NULL,NULL
T7631,2,Income,Bonus,Bonus,590.56,03/04/2024,Cancelled,NULL,NULL
T5007,2,Expense,Transport,Transport,72.265,31/07/2024,Pending,INV-8882,NULL
T6802,2,Expense,Taxes,Taxes,1697.76,17/03/2024,Cancelled,NULL,NULL
T8830,2,Income,Property Rental,Transfer In,4455.08,04/04/2024,Completed,NULL,NULL
T3306,1,Expense,Beauty,Beauty,694.89,21/06/2024,Completed,INV-1766,NULL
T3704,2,Expense,Beauty,Beauty,232.755,21/02/2023,Pending,NULL,NULL
T3598,2,Income,Salary,Salary,2047.19,18/02/2023,Cancelled,NULL,NULL
T6773,2,Expense,Utilities,Utilities,1659.2,13/02/2024,Cancelled,INV-6841,NULL
T4697,2,Income,Bonus,Bonus,3940.93,06/09/2023,Pending,NULL,NULL
T7291,1,Income,Bonus,Bonus,1590.23,09/08/2024,Pending,NULL,NULL
T4103,2,Expense,Utilities,Utilities,1777.365,13/04/2023,Cancelled,NULL,NULL
T1476,1,Expense,Food,Food,2267.84,14/10/2023,Cancelled,NULL,NULL
T5918,1,Income,Shopify Store,Shopify Store,2456.89,10/11/2023,Completed,NULL,NULL
T9452,1,Expense,Sending Money to Family,Sending Money to Family,2066.58,02/05/2023,Pending,INV-1610,R0005
T1525,1,Income,Freelance,Freelance,227.3,17/04/2023,Pending,NULL,NULL
T1279,1,Income,Shopify Store,Shopify Store,3188.54,05/05/2024,Cancelled,NULL,NULL
T7782,2,Income,Bonus,Bonus,4619.82,12/01/2024,Pending,NULL,NULL
T2812,1,Expense,Entertainment,DSTV,2493.13,09/10/2023,Completed,NULL,NULL
T4589,1,Income,Property Rental,Property Rental,3468.37,30/07/2023,Completed,NULL,NULL
T8228,2,Expense,Transport,Transport,511.275,08/11/2023,Pending,NULL,NULL
T2136,1,Expense,Utilities,Utilities,166.355,29/04/2023,Pending,NULL,NULL
T1065,1,Expense,Taxes,Taxes,2299.745,26/01/2024,Pending,NULL,NULL
T9634,2,Income,Salary,Salary,2122.59,13/04/2024,Pending,NULL,NULL
T8688,1,Expense,Sending Money to Family,Sending Money to Family,668.315,20/02/2023,Completed,INV-5462,R0005
T7185,2,Expense,Utilities,Utilities,1295.38,08/02/2023,Completed,INV-8965,NULL
T3875,2,Income,Property Rental,Property Rental,2032.13,10/06/2023,Pending,NULL,NULL
T2737,2,Expense,Groceries,Groceries,1236.235,08/04/2024,Pending,NULL,NULL
T1046,1,Expense,Transport,Transport,28.41,23/08/2024,Completed,INV-7601,NULL
T2246,2,Expense,Food,Food,2466.465,12/11/2023,Completed,NULL,NULL
T5456,1,Income,Salary,Salary,4263.67,01/03/2023,Pending,NULL,NULL
T7268,2,Expense,Sending Money to Family,Sending Money to Family,491.305,13/03/2023,Completed,NULL,R0010
T3489,1,Expense,Sending Money to Family,Sending Money to Family,1991.17,27/10/2023,Cancelled,INV-5916,R0010
T5190,1,Expense,Entertainment,Adobe,1203.445,29/01/2024,Pending,NULL,NULL
T1225,1,Expense,Transport,Transport,2308.47,28/12/2023,Pending,INV-3612,NULL
T7462,1,Income,Salary,Salary,2240.51,06/09/2023,Completed,NULL,NULL
T6813,1,Income,Bonus,Bonus,394.47,08/08/2023,Completed,NULL,NULL
T9498,1,Income,Property Rental,Property Rental,277.84,25/06/2023,Pending,NULL,NULL
T5241,1,Expense,Groceries,Groceries,1238.93,28/05/2024,Completed,INV-8305,NULL
T2669,2,Income,Freelance,Freelance,2793.65,09/10/2023,Cancelled,NULL,NULL
T2915,1,Expense,Sending Money to Family,Sending Money to Family,739.475,30/11/2023,Pending,NULL,R0005
T4020,1,Income,Property Rental,Property Rental,2022.85,16/03/2023,Completed,NULL,NULL
T7443,2,Expense,Taxes,Taxes,1019.21,18/05/2023,Completed,INV-8791,NULL
T9941,2,Income,Freelance,Freelance,1049.95,05/06/2024,Completed,NULL,NULL
T8763,1,Expense,Beauty,Beauty,558.88,04/01/2023,Pending,INV-6216,NULL
T2078,2,Expense,Food,Food,595.825,06/02/2023,Completed,INV-6906,NULL
T8253,2,Income,Property Rental,Property Rental,2564.87,09/08/2023,Completed,NULL,NULL
T8735,2,Expense,Beauty,Beauty,2186.93,23/01/2024,Cancelled,INV-4813,NULL
T5182,1,Expense,Taxes,Taxes,2286.295,10/06/2023,Cancelled,NULL,NULL
T9363,1,Income,Property Rental,Property Rental,2688.76,27/06/2024,Pending,NULL,NULL
T5872,1,Expense,Groceries,Groceries,1214.46,12/09/2023,Completed,NULL,NULL
T9317,2,Expense,Food,Food,721.375,31/01/2024,Completed,INV-7639,NULL
T8741,2,Income,Freelance,Freelance,1997.29,25/06/2024,Completed,NULL,NULL
T5620,1,Expense,Transport,Transport,1198.085,16/01/2023,Pending,NULL,NULL
T6327,1,Expense,Food,Food,2044.805,17/03/2024,Cancelled,INV-2878,NULL
T5505,1,Income,Freelance,Freelance,678.83,23/06/2023,Cancelled,NULL,NULL
T5639,1,Income,Shopify Store,Shopify Store,179.04,06/05/2024,Cancelled,NULL,NULL
T7119,1,Expense,Sending Money to Family,Sending Money to Family,2233.705,17/03/2024,Pending,NULL,R0009
T7563,2,Expense,Taxes,Taxes,320.775,19/08/2024,Pending,NULL,NULL
T8952,2,Expense,Food,Food,975.46,04/12/2023,Completed,INV-2552,NULL
T4268,1,Expense,Utilities,Utilities,1143.735,25/07/2024,Pending,NULL,NULL
T9897,2,Income,Freelance,Freelance,1717.03,11/09/2023,Completed,NULL,NULL
T5571,2,Income,Bonus,Bonus,4244.7,31/07/2024,Cancelled,NULL,NULL
T2486,1,Expense,Entertainment,Netflix,466.495,05/01/2023,Pending,NULL,NULL
T3338,2,Income,Bonus,Bonus,4673.39,17/01/2024,Cancelled,NULL,NULL
T3094,1,Expense,Entertainment,Netflix,1701.89,24/04/2023,Completed,INV-4304,NULL
T3794,2,Income,Freelance,Freelance,3676.42,06/06/2024,Pending,NULL,NULL
T5922,1,Expense,Groceries,Groceries,186.165,05/02/2024,Completed,NULL,NULL
T3989,2,Expense,Sending Money to Family,Sending Money to Family,87.35,13/08/2024,Cancelled,INV-5595,R0008
T2556,1,Income,Bonus,Bonus,362.98,23/07/2023,Pending,NULL,NULL
T4295,1,Income,Property Rental,Property Rental,1793.66,06/12/2023,Pending,NULL,NULL
T8809,2,Expense,Sending Money to Family,Sending Money to Family,852.835,02/04/2023,Cancelled,NULL,R0004
T6406,1,Expense,Food,Food,1342.365,25/05/2024,Cancelled,INV-6689,NULL
T6230,2,Income,Salary,Salary,666.26,28/09/2023,Pending,NULL,NULL
T8828,1,Income,Freelance,Freelance,3624.17,04/02/2024,Completed,NULL,NULL
T4713,2,Income,Property Rental,Property Rental,2956.66,23/09/2023,Completed,NULL,NULL
T5805,2,Expense,Sending Money to Family,Sending Money to Family,1726.325,28/05/2024,Pending,NULL,R0006
T7530,1,Income,Salary,Salary,826.67,20/01/2023,Pending,NULL,NULL
T4137,1,Income,Shopify Store,Shopify Store,2558.8,12/12/2023,Cancelled,NULL,NULL
T1051,2,Expense,Beauty,Beauty,280.77,21/06/2023,Pending,NULL,NULL
T7704,2,Income,Bonus,Bonus,1146.39,03/03/2023,Pending,NULL,NULL
T9664,1,Expense,Utilities,Utilities,2174.86,04/02/2023,Cancelled,NULL,NULL
T6987,2,Income,Salary,Salary,1212.77,26/01/2023,Completed,NULL,NULL
T9184,2,Expense,Transport,Transport,1549.34,20/03/2024,Pending,NULL,NULL
T3450,1,Income,Bonus,Bonus,2976.3,25/01/2024,Cancelled,NULL,NULL
T7866,2,Income,Bonus,Bonus,4897.39,11/12/2023,Completed,NULL,NULL
T3279,1,Income,Property Rental,Property Rental,4893.08,04/08/2023,Pending,NULL,NULL
T6001,1,Income,Salary,Salary,3976.3,07/04/2024,Cancelled,NULL,NULL
T7211,2,Expense,Entertainment,Google,1687.4,19/09/2023,Pending,INV-6613,NULL
T1785,1,Expense,Sending Money to Family,Sending Money to Family,584.205,16/05/2023,Pending,INV-6181,R0010
T9988,1,Income,Salary,Salary,4416.55,24/01/2023,Completed,NULL,NULL
T6998,2,Expense,Sending Money to Family,Sending Money to Family,1854.725,27/12/2023,Pending,NULL,R0006
T3104,1,Income,Salary,Salary,2846.31,27/09/2023,Completed,NULL,NULL
T1641,1,Expense,Utilities,Utilities,672.385,23/02/2023,Cancelled,NULL,NULL
T1832,1,Expense,Entertainment,Adobe,2478.935,26/03/2023,Completed,NULL,NULL
T8377,2,Income,Salary,Salary,4254.67,05/06/2024,Pending,NULL,NULL
T8658,1,Expense,Transport,Transport,2455.195,28/06/2024,Cancelled,NULL,NULL
T6002,1,Income,Bonus,Bonus,4521.15,04/03/2023,Cancelled,NULL,NULL
T3283,2,Income,Property Rental,Property Rental,1146.69,05/07/2023,Cancelled,NULL,NULL
T2789,1,Expense,Entertainment,Airbnb,859.36,04/02/2023,Cancelled,INV-2856,NULL
T5966,2,Expense,Utilities,Utilities,1748.325,30/10/2023,Cancelled,NULL,NULL
T6973,1,Income,Salary,Salary,4438.03,30/11/2023,Pending,NULL,NULL
T3267,2,Expense,Utilities,Utilities,1558.37,30/01/2024,Pending,NULL,NULL
T8627,2,Income,Shopify Store,Shopify Store,2348.42,18/12/2023,Cancelled,NULL,NULL
